horario,taxa_id,numero_individuos,ftrampa_id,subcoleccion,etiqueta_str,comportamiento,clase,especie,etiqueta,tipo_anotacion,coleccion,genero,rect_y,subespecie,subespecie_str,probabilidad_modelo,id,orden,rect_height,rect_x,rect_width,especie_str,modelo_id,reino,edad,phylum,nivel_anotador,fecha_anotacion,certeza,observaciones,ultima_modificacion,marcas,sexo,familia,calidad,anotador_id
"",22655,1,PINT2-338205,,Aves,,Aves,,Aves,especimen,snmb,,0.4864583333333333,,,,7126df2c-6418-ec6e-3f40-7f30081a49f1,,0.12395833333333339,0.425390625,0.07148437499999999,,,Animalia,,Chordata,usuario,2023-02-25T14:12:36Z,alta,,2023-02-25T14:12:36Z,,,,,11
"",22655,1,PINT2-373468,,Aves,,Aves,,Aves,especimen,snmb,,0.48802083333333335,,,,a65d194a-5308-16e9-9e9c-1864fd73993e,,0.1947916666666667,0.7515625,0.10507812500000002,,,Animalia,,Chordata,usuario,2023-02-25T14:19:38Z,alta,,2023-02-25T14:19:38Z,,,,,11
"",22655,1,PINT2-373538,,Aves,,Aves,,Aves,especimen,snmb,,0.29375,,,,e989efe5-2151-0e61-a45c-747818216269,,0.11927083333333333,0.773046875,0.076171875,,,Animalia,,Chordata,usuario,2023-02-25T14:19:48Z,alta,,2023-02-25T14:19:48Z,,,,,11
"",22655,1,PINT2-373541,,Aves,,Aves,,Aves,especimen,snmb,,0.41510416666666666,,,,4860e44e-2d26-8901-d8c4-6208172edcc6,,0.20572916666666669,0.631640625,0.16562500000000002,,,Animalia,,Chordata,usuario,2023-02-25T14:19:57Z,alta,,2023-02-25T14:19:57Z,,,,,11
"",22655,1,PINT2-373599,,Aves,,Aves,,Aves,especimen,snmb,,0.5260416666666666,,,,31d851aa-b3b2-e012-73b4-8572c1ab6c52,,0.21354166666666674,0.474609375,0.23320312499999996,,,Animalia,,Chordata,usuario,2023-02-25T14:20:06Z,alta,,2023-02-25T14:20:06Z,,,,,11
"",22655,1,ESP-215861,,Aves,,Aves,,Aves,especimen,snmb,,0.8348958333333333,,,,7ef0ab8d-3ad7-d3db-030c-16f9379c4ff9,,0.12552083333333341,0.29140625,0.10898437500000002,,,Animalia,,Chordata,usuario,2023-02-25T14:20:53Z,alta,,2023-02-25T14:20:53Z,,,,,11
"",22647,1,ESP-134877,,Reptilia,,Reptilia,,Reptilia,especimen,snmb,,0.80625,,,,a5e1d4e1-0340-d594-e887-267ec414f5fc,,0.15468749999999998,0.845703125,0.154296875,,,Animalia,,Chordata,usuario,2023-02-25T14:21:58Z,alta,,2023-02-25T14:21:58Z,,,,,11
"",22647,1,ESP-134878,,Reptilia,,Reptilia,,Reptilia,especimen,snmb,,0.8067708333333333,,,,de72f76f-d018-031c-504f-94e2af41bdfe,,0.15416666666666667,0.84296875,0.15703124999999996,,,Animalia,,Chordata,usuario,2023-02-25T14:22:08Z,alta,,2023-02-25T14:22:08Z,,,,,11
"",22647,1,ESP-134974,,Reptilia,,Reptilia,,Reptilia,especimen,snmb,,0.7765625,,,,12f28adf-e7b3-5201-96fc-1d7f8779a8ff,,0.18437499999999996,0.8328125,0.15703125000000007,,,Animalia,,Chordata,usuario,2023-02-25T14:22:18Z,alta,,2023-02-25T14:22:18Z,,,,,11
"",22655,1,ESP-235388,,Aves,,Aves,,Aves,especimen,snmb,,0.5786458333333333,,,,a71c6efd-74f8-31f1-93ca-22e4a380ba01,,0.08854166666666674,0.395703125,0.033203125,,,Animalia,,Chordata,usuario,2023-02-25T14:22:36Z,alta,,2023-02-25T14:22:36Z,,,,,11
"",22655,1,ESP-235387,,Aves,,Aves,,Aves,especimen,snmb,,0.5786458333333333,,,,e012f013-ba24-a290-6f34-2e42c0166040,,0.08697916666666672,0.3984375,0.025390625,,,Animalia,,Chordata,usuario,2023-02-25T14:22:46Z,alta,,2023-02-25T14:22:46Z,,,,,11
